fault_id,fault_description,report_date,is_treatmented,treatment_date,fault_level,reporter_employee_id,repaired_employee_id,facility_id
775,Our fund discover our.,2021-12-14,0,,2,893006,,126
776,Project billion charge herself TV.,2020-10-21,0,,3,900064,,827
777,Soldier eight fine result business.,2020-11-08,1,2022-01-14,2,893233,898017,191
778,Hair south win must front wrong charge.,2020-12-14,1,2022-04-29,2,894633,905386,378
779,Lay throw adult whom so. Movie large but brother.,2020-09-30,1,2021-02-10,2,891901,897964,737
780,Player space people store.,2022-03-11,0,,5,897801,,408
781,Green school television.,2021-04-12,1,2022-03-25,3,893545,902296,978
782,Animal young foot crime quickly cultural in me.,2021-07-14,1,2021-12-15,5,903220,891641,645
783,Mr coach everyone. Pay find fight.,2022-03-27,1,2022-05-31,2,896772,906622,967
784,Tree friend wait ground significant allow.,2021-11-24,0,,5,891530,,13
785,Because you degree whom capital subject deal.,2020-10-05,0,,4,889095,,23
786,Day treat deal water responsibility since tend.,2022-01-27,0,,4,889655,,413
787,Grow certainly Mrs minute clearly look.,2021-08-21,1,2022-03-20,5,901980,905949,156
788,Pay assume memory marriage walk.,2021-06-28,0,,2,900375,,365
789,Worker rock budget way man.,2021-06-29,0,,5,893314,,649
790,Base nature listen memory.,2021-08-10,1,2021-12-25,2,895434,899308,810
791,Kid film result idea official fish forget.,2022-03-26,0,,1,891274,,733
792,Buy behind rule wind. Run heart think very.,2021-03-12,1,2022-06-03,3,901672,899235,695
793,Executive might born politics.,2021-11-14,1,2022-03-02,5,908006,903704,518
794,Interest cut perhaps difficult one.,2020-10-30,1,2021-03-29,5,892068,891165,416
795,Then expect protect either.,2021-02-16,0,,5,901181,,572
796,Seven run watch music.,2022-01-14,1,2022-04-17,5,893601,902917,199
797,Here quickly affect discover future method.,2020-09-09,1,2022-04-03,5,907630,906636,555
798,Learn speech reveal hour opportunity whole.,2020-12-22,0,,5,903481,,750
799,Civil year face free reflect use practice.,2021-09-30,1,2021-12-17,4,894835,891532,588
800,Myself approach case on.,2022-02-25,0,,5,892723,,991
801,Main impact push network find center possible.,2021-10-01,1,2022-03-26,3,897638,898710,184
802,Have customer understand drop.,2021-02-26,0,,4,898450,,281
803,Type performance both simply.,2020-11-15,1,2021-10-18,3,906969,900426,282
804,Who phone during seem.,2020-10-22,0,,4,908679,,630
805,Because within lot maybe.,2022-03-01,0,,2,893562,,797
806,Result after finally.,2020-07-09,0,,2,889178,,563
807,Course night believe turn. Still film story key.,2022-05-14,1,2022-05-27,2,896459,904903,169
808,Outside call cup although himself.,2021-02-20,0,,4,898011,,112
809,Whatever recent back respond.,2020-11-14,1,2022-04-02,4,894501,891702,598
810,Ok although conference. Mother born fight can.,2021-12-09,0,,3,904988,,604
811,Art whole hair any enjoy.,2022-01-13,1,2022-01-21,3,891312,892326,835
812,Oil early over action his opportunity dog.,2022-04-29,1,2022-05-17,2,900543,905376,935
813,Win newspaper indicate now card per.,2020-08-16,1,2021-10-08,3,892399,895813,968
814,Last garden down expect tend.,2021-03-24,0,,5,908422,,306
815,We hard way probably everyone city.,2021-01-20,1,2021-03-17,5,901248,903624,198
816,Successful even forget range city effect.,2020-10-21,1,2021-09-11,2,890583,888901,695
817,Color make anyone last.,2021-03-02,1,2021-12-31,2,906189,905583,123
818,Or site individual ready forward foot.,2021-03-09,0,,4,896802,,691
819,Participant remember work campaign probably.,2021-09-24,1,2022-06-02,4,900292,892593,559
820,Development prevent task throughout.,2021-08-05,0,,4,895718,,53
821,Reality board reason share industry.,2021-09-28,0,,4,902180,,577
822,Outside chair others general explain quite.,2021-09-27,0,,3,896269,,411
823,No other down group newspaper hand add western.,2020-08-29,1,2021-07-10,5,889257,906238,589
824,Member message fire last.,2020-09-28,1,2021-10-16,4,891178,891757,659
825,Effort necessary land idea page hot.,2020-06-10,0,,5,898093,,856
826,Shake inside significant number specific.,2020-07-04,1,2022-01-17,1,902539,895605,5
827,Song short consider certain.,2021-06-28,1,2022-03-19,1,891317,907076,212
828,Scene analysis sing until across try just deal.,2020-06-24,0,,4,891187,,516
829,Against clearly lead lose deep enough.,2021-09-11,0,,1,902911,,338
830,Mr without friend dog clear strong behavior.,2021-12-18,0,,1,894919,,484
831,His again student yes.,2020-11-12,1,2021-03-19,1,907441,889420,86
832,Old itself kind. Marriage call nice whose.,2022-05-31,1,2022-06-01,3,896965,896637,877
833,Record so down.,2020-09-08,0,,5,897559,,833
834,Gun each pass. Serious director traditional.,2021-05-30,0,,2,890670,,888
835,Apply spend board few fight none meeting.,2021-01-13,1,2021-09-29,2,892171,903873,535
836,Economic most young claim few.,2022-03-29,0,,3,904524,,326
837,Compare they safe senior.,2021-03-19,0,,5,907413,,552
838,Heavy enjoy somebody light media.,2020-09-01,1,2021-08-10,2,895579,896877,526
839,Manage do music blood. Doctor herself available.,2021-08-30,0,,1,903992,,886
840,Eat wonder would success degree number water.,2020-09-04,1,2021-01-07,1,896959,894224,657
841,Best right that easy form able manage group.,2022-01-16,0,,2,898784,,147
842,Prevent activity few.,2020-11-25,0,,4,905389,,732
843,Something government moment now sort.,2020-07-25,1,2022-02-28,5,902187,898714,23
844,Turn common quality quality source.,2020-09-20,1,2021-06-14,1,891413,907753,547
845,Common science join. Medical lose result hand.,2022-03-14,1,2022-05-10,4,898810,898603,900
846,From behind data response right.,2021-11-29,1,2021-12-18,5,895813,903573,219
847,Light young main five good determine.,2021-11-09,1,2021-12-13,1,891008,898346,186
848,By ability agreement wrong summer so.,2022-05-27,0,,3,907795,,107
849,Reason poor owner senior.,2021-07-31,1,2021-08-25,4,903660,901037,636
850,Dream doctor year major.,2020-12-31,1,2022-06-02,1,899060,907355,30
851,Create American eight investment surface skin.,2020-06-10,1,2021-03-07,1,902411,897128,151
852,Support science buy message doctor quickly know.,2021-08-15,0,,1,894120,,29
853,Agency voice space scientist effort.,2021-10-05,0,,3,889578,,158
854,House sure share kid ball thus option indicate.,2020-10-11,0,,4,903100,,364
855,Recognize onto money after center natural talk.,2021-11-28,1,2022-04-22,5,902430,899096,584
856,Stop marriage performance red involve establish.,2022-02-02,1,2022-04-01,3,896702,901578,933
857,Summer out main behind.,2021-12-06,1,2022-03-21,5,902613,897362,468
858,Between even employee capital return visit all.,2021-01-02,0,,1,894640,,872
859,Interesting his I lot. Time agent without.,2021-04-05,1,2021-04-06,5,904848,897597,388
860,Management Democrat up society door.,2020-11-14,1,2020-11-18,1,890076,889692,111
861,Son TV cell age game.,2021-07-19,1,2022-05-29,2,907145,899539,370
862,Represent next security only.,2021-02-02,0,,3,893860,,22
863,Cold fund security class old whether.,2022-01-15,1,2022-05-23,4,890835,908857,321
864,Hundred throughout war project.,2020-11-29,0,,1,901197,,67
865,Building lawyer first I where.,2020-07-26,1,2021-11-10,4,890307,889528,752
866,Establish police deal write box style.,2021-12-17,1,2022-02-09,2,893176,897707,889
867,Car join up travel nice figure its.,2021-08-06,0,,1,899404,,291
868,Yet themselves necessary fire food.,2022-03-10,1,2022-03-18,1,907055,907714,606
869,Dinner already style without full.,2021-06-15,1,2021-09-30,4,893212,899976,606
870,Camera hold couple animal rest call.,2021-05-18,0,,5,897619,,298
871,Course color look throughout.,2022-03-26,1,2022-05-18,2,895045,903844,783
872,Also apply much everything area upon say.,2022-04-06,1,2022-05-14,1,899348,893103,257
873,Go avoid staff heart.,2020-10-17,0,,5,889425,,637
874,Note simple group history group loss change why.,2021-11-14,0,,5,904561,,617
875,Rock measure see popular fine.,2022-04-25,0,,2,906907,,292
876,Here low process.,2020-09-27,1,2021-05-04,4,895082,901705,637
877,So treat plan recognize.,2022-04-07,1,2022-05-09,5,905746,903757,352
878,Tv his financial the.,2021-02-01,1,2021-07-06,4,899823,897063,182
879,Family identify week throughout onto.,2020-07-12,0,,2,906212,,158
880,Land generation stuff stay.,2020-08-02,1,2021-09-30,5,892555,895537,456
881,Effort hear policy environmental impact.,2022-03-06,1,2022-04-27,3,892847,899926,710
882,Effect family local agency.,2020-09-26,0,,3,897208,,591
883,Way my clear still ever.,2022-05-15,0,,2,890803,,670
884,Wide American range bad likely.,2022-04-20,0,,4,906798,,117
885,So discuss very house throughout.,2022-04-05,0,,4,890536,,834
886,That lawyer true senior environment.,2020-06-21,0,,4,905319,,16
887,Same property into strong occur glass.,2020-12-20,1,2021-11-09,1,889365,891666,93
888,Billion speak could debate paper media.,2021-09-26,0,,3,906168,,869
889,Yard act politics page help.,2022-05-19,0,,2,890452,,958
890,Fish shoulder worker recent exist.,2020-07-14,1,2022-01-30,4,898741,890131,423
891,Evidence language house bed college.,2021-04-13,1,2021-10-20,4,901305,892069,1000
892,Throw agree must hotel person through.,2020-10-28,0,,5,907012,,204
893,Type toward rise team.,2021-09-27,0,,5,904224,,329
894,Themselves deal house prevent air arm wife.,2021-11-28,1,2022-01-06,5,898988,890572,612
895,Have deal natural. Interest also nature.,2021-10-19,0,,5,900107,,38
896,Go seat popular when.,2022-04-12,1,2022-04-26,4,905753,908138,308
897,Just country majority defense buy.,2021-04-14,1,2021-12-03,4,892639,904984,751
898,Still there live remain.,2020-12-13,0,,2,903561,,267
899,National eat mouth young free.,2021-12-03,1,2021-12-04,5,902195,889794,563
900,Her successful his fly face.,2020-11-14,0,,1,903591,,175
901,Tv protect they blood usually believe field.,2021-06-25,0,,1,890855,,420
902,National by wide study production positive.,2020-08-14,0,,3,900732,,161
903,Region through hospital dog help.,2020-12-17,0,,1,895095,,673
904,At chance especially record race.,2021-12-12,0,,2,906352,,779
905,Still happy material home drug born last.,2021-11-30,0,,1,906244,,512
906,Send style response phone machine tax.,2020-10-29,0,,1,893831,,191
907,Former Democrat college ever stand economic.,2021-11-18,1,2021-12-30,2,892286,908629,782
908,Reach TV sell around east wide.,2021-07-03,1,2022-04-01,2,907420,893461,940
909,Crime usually pressure situation lawyer.,2020-10-21,1,2022-02-23,5,898503,892076,823
910,Wear admit affect stock child long letter.,2020-09-05,1,2021-02-07,2,905593,904016,1
911,Data culture yeah line it after agreement.,2021-09-20,0,,4,903944,,549
912,Happy nearly amount case cut then.,2021-06-19,0,,1,902914,,326
913,On statement catch sure make bag some too.,2021-09-18,1,2021-09-27,1,903784,896388,404
914,Rock fine while similar through catch magazine.,2021-04-27,0,,5,890869,,824
915,Least ok military factor hold note scene.,2022-04-16,0,,4,893987,,756
916,Win data realize indeed could.,2020-08-06,0,,3,905100,,410
917,Keep ball movie pick cause citizen not.,2021-10-22,0,,1,896929,,12
918,Next along research. Business old your.,2021-09-09,0,,3,900323,,616
919,Message know after affect exist.,2022-01-19,1,2022-05-01,5,902444,898579,864
920,Laugh ten set middle loss remember.,2021-02-12,0,,2,892494,,427
921,Hotel single think bank threat.,2020-12-06,1,2021-03-28,3,898284,896387,845
922,Cost only partner bank order much body.,2021-04-14,1,2021-12-09,5,888944,902782,936
923,Party south take physical each yet draw.,2020-12-01,0,,5,896709,,857
924,Image glass source.,2020-09-01,0,,4,895702,,226
925,Major no value decision statement.,2022-04-07,1,2022-05-26,4,905800,906232,794
926,Life point wall.,2022-02-08,0,,1,892018,,7
927,Action hit opportunity and to such three.,2022-04-17,0,,5,889535,,808
928,Decade stage system both.,2022-02-28,0,,2,896093,,892
929,Even three prove raise today range.,2022-03-25,1,2022-04-10,2,898665,890380,668
930,Cut tree action cup summer explain.,2021-09-03,0,,5,895017,,615
931,Bring before million specific enough traditional.,2021-11-07,0,,1,895473,,476
932,Might official particularly various.,2020-11-07,1,2022-05-16,4,891291,890152,757
933,Develop always national drive identify man.,2022-05-15,1,2022-05-27,1,900825,908638,581
934,History human between even movement high.,2021-09-28,0,,5,901387,,365
935,Away skill land. View significant office.,2022-05-23,0,,5,895138,,598
936,Successful especially successful through great.,2022-04-06,1,2022-06-04,3,896627,889603,737
937,White our research scientist agent space source.,2022-05-11,0,,2,899554,,126
938,Focus evidence tend food six size.,2022-06-06,0,,2,897418,,449
939,Local likely their by.,2020-09-06,1,2020-10-13,1,900545,895740,630
940,In toward choice. Practice road federal state.,2021-09-12,1,2021-11-14,2,902330,901285,201
941,Agreement blood short as organization form us.,2021-12-08,1,2022-03-13,4,901420,900463,7
942,Back order color evidence many head.,2021-07-08,0,,1,892013,,705
943,Southern support other religious.,2020-11-15,1,2021-11-01,4,902223,892101,502
944,We power another stand candidate.,2020-11-27,1,2021-07-06,4,900707,897298,795
945,Want nature responsibility staff environment.,2021-09-02,0,,4,892857,,728
946,Personal nothing company spend growth.,2022-05-03,1,2022-05-11,4,908228,906553,963
947,Foot deep education site wife wait politics.,2020-11-02,1,2021-06-13,2,896297,890984,943
948,Rate level wait. Accept know down Democrat cover.,2022-03-27,1,2022-05-21,5,904973,901955,73
949,Manager really deal western.,2020-08-15,0,,5,906429,,43
950,Center seat carry local.,2021-12-12,0,,2,892007,,408
951,Too have prepare only. Cold place trouble father.,2021-01-18,1,2021-04-30,4,889912,902884,932
952,Side collection seat always throw become.,2022-05-05,0,,1,891979,,648
953,Head him like. Day hand fly somebody group.,2022-02-14,0,,1,904658,,37
954,None minute event data.,2022-03-26,1,2022-05-20,2,899741,895445,729
955,Same deal note third just on lay.,2020-11-18,0,,3,896901,,781
956,Media north weight four word analysis.,2021-08-16,1,2021-10-10,4,892010,906390,870
957,Already enough front around.,2021-07-23,0,,3,898091,,642
958,Business himself they happen its.,2021-02-01,0,,5,891607,,253
959,Population as it kitchen.,2020-09-17,0,,4,905926,,677
960,Analysis especially sort building hospital.,2021-05-12,1,2021-11-11,1,895369,901140,586
961,These to point fill rock.,2022-03-28,1,2022-04-10,1,896282,899717,897
962,Hospital listen about data garden where.,2021-10-24,0,,2,905098,,773
963,Policy stock doctor scientist hand if red.,2021-12-17,1,2022-02-06,2,907385,902045,270
964,Improve seek ready available.,2022-03-07,0,,5,889219,,869
965,Billion stock sing way before.,2021-10-28,1,2022-03-17,2,892956,902827,804
966,Ask total population miss Republican bit win.,2021-05-01,0,,5,897318,,540
967,Official against there fear rich song.,2022-03-17,0,,5,891701,,968
968,So individual name.,2020-09-07,1,2021-06-12,4,893719,908036,700
969,Each shoulder clearly scene.,2022-01-20,0,,5,893640,,580
970,Because south sister night care be buy.,2020-06-17,0,,1,892349,,321
971,There begin century feel describe.,2022-01-12,1,2022-04-13,4,890809,893674,230
972,Determine pick nearly machine cut exist.,2020-08-06,0,,5,903591,,938
973,Give turn fine quickly answer year.,2021-09-12,0,,4,908876,,854
974,Me available through dog any study look.,2020-09-21,1,2020-11-07,4,896669,896698,461
975,Share stock reason. Above dream public.,2022-03-18,1,2022-05-29,3,893696,898362,153
976,Material show sister finally a.,2020-08-25,0,,1,895944,,918
977,Three task wide himself join fund mind respond.,2022-01-26,0,,3,903170,,553
978,Wait agency speech large continue.,2020-07-02,0,,2,891367,,838
979,Nearly hospital level growth leave long.,2022-04-11,0,,4,888982,,357
980,Act test mean where table. Laugh east wish take.,2021-02-17,0,,5,904204,,47
981,How decision may writer.,2021-07-12,1,2021-11-18,2,901899,892605,412
982,Agent build PM everyone student first.,2021-10-11,0,,3,895176,,900
983,Store animal wall agent commercial.,2021-09-19,1,2021-11-15,5,891715,899406,295
984,Will memory tax hotel look.,2020-08-26,0,,5,894492,,15
985,Sound parent PM environmental election fall cut.,2022-02-09,0,,3,895372,,389
986,Find rise should theory across. Song left south.,2022-02-16,0,,1,896252,,10
987,Official allow understand treat resource.,2020-07-09,1,2021-02-13,5,890768,897161,637
988,Total manager human blood throughout most.,2020-08-30,0,,5,891244,,519
989,Education today down star figure ability itself.,2020-10-02,1,2022-04-16,2,897679,896960,676
990,Left scientist answer.,2021-03-02,1,2022-04-03,3,899489,894103,448
991,Another certainly election need news.,2022-03-25,1,2022-05-24,1,899217,895256,291
992,Sit able model size shake prevent.,2021-01-21,0,,4,905167,,954
993,Mind manage top learn matter throughout.,2022-03-10,1,2022-05-29,3,908073,889655,287
994,Brother boy second adult add know eight.,2020-11-02,1,2022-02-23,2,903542,901942,397
995,War ok visit plan nearly stuff.,2020-08-21,0,,4,908564,,432
996,Office character you produce.,2021-03-05,1,2022-04-12,1,892941,907330,979
997,There friend must language bank a serious.,2021-12-10,0,,4,892333,,354
998,South lot six item.,2020-10-27,1,2022-04-15,2,891253,896198,279
999,Future assume from leader.,2022-01-30,0,,1,905388,,954
1000,Purpose beat bar position whole.,2021-05-23,1,2021-09-24,1,895799,904110,351
1001,News skill think direction law beyond inside.,2022-05-16,0,,4,900091,,724
1002,Car employee window cause. Figure do daughter.,2021-09-23,1,2021-12-14,2,895448,890454,766
1003,Out outside shake cold.,2022-01-23,0,,4,906867,,153
1004,Real student grow prepare.,2020-09-06,1,2021-10-12,4,896799,894028,932
1005,Often tough join everything.,2020-07-06,0,,3,893640,,417
1006,Never activity both dinner voice right record.,2021-10-04,0,,5,901034,,397
1007,Edge build five pull five dark.,2022-02-06,0,,1,898433,,939
1008,About nice owner knowledge while table common.,2021-02-23,1,2021-12-21,5,896436,893559,877
1009,Already rule moment third leader quickly choice.,2022-04-15,0,,1,891357,,221
1010,Class image wall center so.,2021-03-13,0,,4,908723,,905
1011,Head wonder court industry power. Be need could.,2020-07-23,1,2022-01-12,5,896002,896217,761
1012,Sport military begin behind laugh couple style.,2022-01-23,1,2022-04-03,5,897372,896086,624
1013,Oil economic front community rock site.,2021-03-10,1,2021-06-27,3,901368,895807,37
1014,Provide read yet join task.,2022-04-08,0,,5,891639,,646
1015,Religious include probably likely who.,2020-06-11,1,2021-02-14,1,897783,891765,157
1016,Enter church each.,2021-09-12,1,2022-01-06,3,896573,894226,570
1017,Plant day produce boy white employee detail.,2020-07-14,1,2020-12-13,3,894090,897638,220
1018,Determine anyone development future opportunity.,2020-09-24,1,2021-06-23,4,903090,906669,428
1019,Evening most stock hundred forward.,2020-08-12,1,2021-11-19,2,905039,907469,321
1020,Main nor trial move after employee my scientist.,2021-04-30,0,,3,896769,,560
1021,Everybody marriage play national at look front.,2021-06-04,1,2021-10-18,2,895271,895400,419
1022,Something food first international help to close.,2020-06-10,1,2021-07-12,2,898200,891978,232
1023,Style above personal. Enough wrong lot one.,2021-02-16,1,2022-03-10,4,908745,905458,126
1024,Suddenly white small red phone effect small.,2020-11-02,0,,2,900739,,556
1025,Take technology fall several until organization.,2020-09-22,1,2021-07-15,5,895939,906199,231
1026,If fast local democratic. Kind draw color.,2022-03-28,0,,3,889504,,86
1027,Sort reveal between management suddenly yet.,2022-02-15,1,2022-05-01,4,897233,892077,421
1028,Road interest security sister serious team.,2020-12-12,0,,5,897247,,134
1029,Worry yes prevent table key bag.,2021-08-15,0,,5,893482,,32
1030,Trade animal yourself detail.,2022-02-18,0,,1,890273,,240
1031,Six hard enough safe fund future.,2022-02-21,0,,2,893032,,856
1032,Walk miss recently if.,2021-12-08,1,2022-01-14,3,891206,907532,586
1033,Add prevent help law similar head read.,2021-01-31,1,2021-08-30,3,889162,903615,167
1034,Particularly civil money.,2021-03-29,0,,5,896442,,200
1035,Along term agree.,2020-09-17,0,,2,907645,,805
1036,Place window off population.,2022-03-18,1,2022-05-24,2,893631,900709,478
1037,Factor per former.,2021-06-22,1,2022-05-27,1,901276,907335,810
1038,Peace choose ok size skin director way.,2020-06-16,1,2020-08-27,2,893185,892026,402
1039,May recent size although draw clearly.,2021-10-29,1,2022-02-13,1,892784,905700,155
1040,Seem stand little animal open likely staff.,2021-07-30,0,,1,900556,,153
1041,Enter huge eye opportunity get.,2021-08-10,0,,2,901670,,158
1042,Report system significant anything capital.,2022-03-16,0,,1,892327,,699
1043,Fly reality wall father.,2021-03-25,1,2021-07-02,5,906197,898260,939
1044,Exactly executive successful nation them.,2021-03-21,0,,1,905235,,708
1045,Miss act even society rest concern.,2022-05-22,0,,2,906243,,504
1046,Mr third discuss cover model truth.,2020-09-10,1,2021-06-28,5,903647,893605,957
1047,Send arrive choice support. Chair serious assume.,2021-09-19,1,2022-04-02,1,890501,897977,135
1048,Mention image deep artist many late authority.,2021-01-07,1,2021-09-01,4,900488,905340,349
1049,Peace place movie third word wide try unit.,2022-05-20,1,2022-05-31,2,900760,902341,53
1050,Kitchen environmental brother travel.,2020-12-27,0,,1,895356,,464
1051,Open seem choice.,2022-05-28,1,2022-06-01,5,890647,899654,796
1052,Only former music hot send too capital.,2020-09-11,1,2021-06-04,4,892681,897070,190
1053,Sort growth form together.,2020-11-05,0,,1,904675,,783
1054,Picture night fight better prove but camera turn.,2022-01-11,0,,3,890547,,901
1055,Shoulder staff deal mind.,2021-02-09,1,2021-04-26,2,896590,895934,88
1056,Personal media himself sister.,2021-11-05,1,2022-03-31,4,907328,907445,792
1057,Campaign body race force onto collection doctor.,2020-07-23,1,2022-05-16,4,908079,890572,651
1058,Fast hard degree direction.,2021-06-28,1,2021-08-10,5,907070,907540,606
1059,Tonight material attorney individual treat.,2021-06-22,0,,1,898696,,229
1060,Skin trip worry avoid event little news.,2021-10-19,0,,5,898115,,906
1061,Half end a in pattern beat.,2021-05-05,1,2021-05-30,5,896587,903915,210
1062,Hour enough discussion minute part science argue.,2022-03-05,1,2022-05-30,4,904300,892860,423
1063,Baby conference energy recognize market.,2021-11-24,1,2022-05-03,2,905423,896679,393
1064,Various wait image.,2021-08-16,1,2022-04-15,5,893976,902776,699
1065,Direction crime contain quite school hold.,2022-02-01,1,2022-04-18,4,908523,894549,822
1066,Either but forward.,2022-01-09,1,2022-03-01,2,901977,908003,591
1067,During guy statement air enter writer baby.,2022-03-24,1,2022-05-28,4,895541,899110,388
1068,Here policy natural radio magazine time they.,2022-02-07,0,,2,902719,,868
1069,Free health candidate Congress top sea could.,2020-07-06,1,2021-05-06,4,899010,904957,602
1070,Whose that area modern.,2020-10-02,1,2021-08-25,3,894462,891796,987
1071,Wide account performance certain series add.,2021-08-01,1,2022-02-12,4,895546,901132,153
1072,One rise south loss cold especially three.,2022-04-02,1,2022-04-07,3,891586,896313,506
1073,New old hope agreement.,2021-05-08,0,,2,904057,,830
1074,Ago perhaps technology pull project.,2021-03-05,0,,2,903906,,813
1075,Interesting age it partner very own scene.,2021-12-31,0,,4,904479,,625
1076,Analysis thank dog brother.,2020-09-15,0,,1,890458,,88
1077,Treatment interview begin but war kind.,2021-12-13,0,,5,902260,,838
1078,Scientist health fear despite election.,2021-10-12,0,,5,894227,,121
1079,Fear visit use. Opportunity drop good focus edge.,2021-09-14,1,2021-09-21,5,890516,889122,813
1080,Ask magazine air.,2020-12-20,0,,1,890672,,242
1081,East possible level among alone black response.,2021-12-04,1,2021-12-26,1,906668,898421,586
1082,Your involve itself although discussion hold.,2021-08-17,0,,1,898256,,866
1083,Address public young blood.,2022-02-12,1,2022-03-13,1,898717,892004,28
1084,Him over sign plant.,2021-04-04,1,2022-01-24,2,892201,894005,87
1085,Keep soldier set. Study order election police.,2021-02-03,0,,3,900117,,758
1086,Difficult director clear.,2021-09-20,1,2021-10-30,2,897036,894611,615
1087,Clear shake including.,2021-05-16,1,2021-05-31,1,908476,901234,91
1088,Lot wife check everyone.,2020-12-26,0,,5,895339,,291
1089,Challenge gun floor compare discussion fill.,2020-11-05,1,2021-12-31,3,891195,897321,342
1090,Of change cut throughout.,2020-08-04,1,2020-09-25,5,908180,899979,413
1091,Deal often instead foot medical trial someone.,2021-06-15,1,2022-04-07,4,901923,904163,250
1092,Matter part feel goal describe another increase.,2021-01-09,0,,5,902119,,190
1093,Yard amount everybody baby.,2021-01-22,0,,5,893681,,48
1094,War good hear middle hand technology safe.,2021-08-07,1,2021-12-17,4,893136,893974,444
1095,Well adult arm size board goal.,2020-09-25,0,,3,894944,,915
1096,Poor impact someone create view high movie.,2021-05-06,0,,2,903573,,871
1097,Teacher certain fill according social would.,2022-01-25,1,2022-05-20,2,901305,892282,160
1098,Near hot many rise.,2020-08-03,1,2022-02-09,2,893763,899752,1
1099,Garden nation you read short necessary.,2020-06-12,0,,5,893462,,121
1100,Growth rich protect character.,2022-02-01,1,2022-03-27,5,889773,892282,902
1101,Strategy drop Congress speech knowledge author.,2021-02-10,1,2021-09-17,1,904554,902041,352
1102,Seem night network summer agency task.,2022-04-14,1,2022-04-25,3,900448,890530,31
1103,Until sister performance ground.,2020-10-28,0,,3,902674,,21
1104,Door end no cup blood outside.,2021-06-26,0,,1,900052,,851
1105,Memory myself short specific data often.,2020-08-22,1,2021-02-18,2,907575,901034,287
1106,Second tree analysis century agency test.,2021-02-09,1,2022-02-16,1,903851,901983,68
1107,Way should even on difference represent season.,2020-07-08,0,,4,899445,,46
1108,Manager film number three without these.,2021-06-07,1,2021-11-14,1,890759,889727,874
1109,Start should leader nor. Between single my.,2020-11-25,0,,3,903297,,289
1110,Drive direction soon analysis government.,2021-11-01,0,,4,889233,,865
1111,Difference man service price.,2022-04-09,1,2022-05-06,4,904485,893934,380
1112,Enter present candidate wall.,2021-04-11,0,,2,895781,,650
1113,Current give operation message much mother.,2020-07-07,0,,4,896807,,478
1114,Serve lawyer class cut store TV study.,2021-03-04,0,,3,898802,,497
1115,Central approach often teacher ball crime.,2021-05-21,1,2022-02-24,1,889105,895998,433
1116,Just voice image local hard watch.,2020-10-27,0,,1,900350,,731
1117,Bit senior source man town change.,2021-01-04,1,2021-05-25,3,902538,888901,261
1118,Everybody try movement special special blue.,2021-02-13,0,,5,896088,,395
1119,Skin city seem you without ten close.,2021-11-23,0,,4,902717,,14
1120,Statement still their the magazine travel rest.,2022-03-14,0,,4,904666,,906
1121,Medical painting audience turn stage.,2022-02-07,0,,2,900069,,730
1122,Large manager forward. Throw election we power.,2020-11-08,1,2021-06-22,5,891242,894572,594
1123,Much last record pressure.,2021-07-08,1,2022-02-03,1,900110,898192,106
1124,American behavior dinner imagine.,2021-12-06,1,2021-12-06,5,908100,901200,534
1125,Evidence here decide help.,2021-01-14,1,2021-08-30,3,900776,906801,250
1126,Prove father tend miss opportunity happy.,2021-10-30,0,,4,907579,,216
1127,By stand sea.,2021-06-03,0,,3,898926,,451
1128,Decide necessary him.,2021-07-14,1,2022-01-16,5,899429,907164,152
1129,Ten blood bank television.,2021-09-12,0,,4,900136,,575
1130,Fall red build pattern meeting piece.,2020-11-27,0,,2,904277,,43
1131,Class her cut unit worker.,2022-01-06,0,,3,907964,,877
1132,Participant great standard physical.,2021-07-20,1,2021-07-29,3,892049,904591,246
1133,Level dog pattern body true future.,2022-01-29,1,2022-02-04,2,904542,899375,154
1134,Federal ground light bring.,2022-05-10,1,2022-05-16,4,894820,904596,984
1135,Enough indeed number. Lose show different just.,2022-05-24,1,2022-05-31,1,897054,892011,592
1136,Me allow article officer there cultural those.,2021-03-02,1,2022-06-01,3,902361,901422,983
1137,Political add data back center sell know.,2020-08-17,0,,5,894966,,866
1138,Economic war down find place.,2021-07-26,1,2022-04-14,3,899009,893106,816
1139,Heavy cold agency attention course.,2022-03-26,1,2022-06-06,3,906974,897282,222
1140,Knowledge six suddenly happen garden huge.,2022-03-10,0,,2,889374,,787
1141,Accept Mr film kind source race.,2020-11-16,1,2021-01-20,3,907416,908134,251
1142,Oil indeed television bill red really.,2021-10-03,0,,4,897808,,847
1143,Finish final nothing technology.,2022-02-19,1,2022-03-04,5,903895,901924,106
1144,Sister away product just or site word.,2021-05-20,1,2021-09-21,2,894535,895644,554
1145,Federal ability add rate.,2021-04-19,0,,2,903407,,331
1146,Century career many tonight.,2020-12-18,0,,3,900587,,401
1147,Religious later when see record.,2021-04-03,0,,4,904377,,232
1148,Public list happen statement probably be.,2021-06-25,0,,5,898425,,493
1149,Past house magazine partner.,2021-06-29,0,,2,889060,,425
1150,Financial light foot soon long of audience.,2022-05-19,1,2022-06-06,5,894823,894601,50
1151,Example pass thing read collection.,2022-02-24,1,2022-04-04,5,908736,905784,199
1152,Our third scene fish.,2021-11-06,1,2022-05-02,2,905628,907809,986
1153,Medical sea drug truth.,2021-05-27,1,2021-07-03,3,901674,906542,468
